№;alpha;rho;t;Ответ;Муравьи;;;№;alpha;rho;t;Ответ;Муравьи;
1513;0.7;0.6;140.0;130;190;;;;;;;;;
1514;0.7;0.6;150.0;130;190;;;;;;;;;
1515;0.7;0.6;160.0;130;190;;;;;;;;;
1516;0.7;0.6;170.0;130;190;;;;;;;;;
1517;0.7;0.6;180.0;130;190;;;;;;;;;
1518;0.7;0.6;190.0;130;190;;;;;;;;;
1519;0.7;0.6;200.0;130;190;;;;;;;;;
1520;0.7;0.7;10.0;130;190;;;;;;;;;
1521;0.7;0.7;20.0;130;190;;;;;;;;;
1522;0.7;0.7;30.0;130;190;;;;;;;;;
1523;0.7;0.7;40.0;130;260;;;;;;;;;
1524;0.7;0.7;50.0;130;260;;;;;;;;;
1525;0.7;0.7;60.0;130;190;;;;;;;;;
1526;0.7;0.7;70.0;130;190;;;;;;;;;
1527;0.7;0.7;80.0;130;260;;;;;;;;;
1528;0.7;0.7;90.0;130;190;;;;;;;;;
1529;0.7;0.7;100.0;130;260;;;;;;;;;
1530;0.7;0.7;110.0;130;190;;;;;;;;;
1531;0.7;0.7;120.0;130;190;;;;;;;;;
1532;0.7;0.7;130.0;130;190;;;;;;;;;
1533;0.7;0.7;140.0;130;190;;;;;;;;;
1534;0.7;0.7;150.0;130;190;;;;;;;;;
1535;0.7;0.7;160.0;130;190;;;;;;;;;
1536;0.7;0.7;170.0;130;190;;;;;;;;;
1537;0.7;0.7;180.0;130;190;;;;;;;;;
1538;0.7;0.7;190.0;130;190;;;;;;;;;
1539;0.7;0.7;200.0;130;190;;;;;;;;;
1540;0.7;0.8;10.0;130;190;;;;;;;;;
1541;0.7;0.8;20.0;130;190;;;;;;;;;
1542;0.7;0.8;30.0;130;190;;;;;;;;;
1543;0.7;0.8;40.0;130;190;;;;;;;;;
1544;0.7;0.8;50.0;130;190;;;;;;;;;
1545;0.7;0.8;60.0;130;200;;;;;;;;;
1546;0.7;0.8;70.0;130;190;;;;;;;;;
1547;0.7;0.8;80.0;130;190;;;;;;;;;
1548;0.7;0.8;90.0;130;190;;;;;;;;;
1549;0.7;0.8;100.0;130;190;;;;;;;;;
1550;0.7;0.8;110.0;130;260;;;;;;;;;
1551;0.7;0.8;120.0;130;190;;;;;;;;;
1552;0.7;0.8;130.0;130;190;;;;;;;;;
1553;0.7;0.8;140.0;130;190;;;;;;;;;
1554;0.7;0.8;150.0;130;190;;;;;;;;;
1555;0.7;0.8;160.0;130;190;;;;;;;;;
1556;0.7;0.8;170.0;130;190;;;;;;;;;
1557;0.7;0.8;180.0;130;190;;;;;;;;;
1558;0.7;0.8;190.0;130;190;;;;;;;;;
1559;0.7;0.8;200.0;130;190;;;;;;;;;
1560;0.7;0.9;10.0;130;190;;;;;;;;;
1561;0.7;0.9;20.0;130;190;;;;;;;;;
1562;0.7;0.9;30.0;130;200;;;;;;;;;
1563;0.7;0.9;40.0;130;190;;;;;;;;;
1564;0.7;0.9;50.0;130;260;;;;;;;;;
1565;0.7;0.9;60.0;130;190;;;;;;;;;
1566;0.7;0.9;70.0;130;190;;;;;;;;;
1567;0.7;0.9;80.0;130;190;;;;;;;;;
1568;0.7;0.9;90.0;130;190;;;;;;;;;
1569;0.7;0.9;100.0;130;190;;;;;;;;;
1570;0.7;0.9;110.0;130;190;;;;;;;;;
1571;0.7;0.9;120.0;130;200;;;;;;;;;
1572;0.7;0.9;130.0;130;190;;;;;;;;;
1573;0.7;0.9;140.0;130;190;;;;;;;;;
1574;0.7;0.9;150.0;130;200;;;;;;;;;
1575;0.7;0.9;160.0;130;190;;;;;;;;;
1576;0.7;0.9;170.0;130;190;;;;;;;;;
1577;0.7;0.9;180.0;130;260;;;;;;;;;
1578;0.7;0.9;190.0;130;190;;;;;;;;;
1579;0.7;0.9;200.0;130;190;;;;;;;;;
1580;0.7;1.0;10.0;130;190;;;;;;;;;
1581;0.7;1.0;20.0;130;190;;;;;;;;;
1582;0.7;1.0;30.0;130;260;;;;;;;;;
1583;0.7;1.0;40.0;130;190;;;;;;;;;
1584;0.7;1.0;50.0;130;190;;;;;;;;;
1585;0.7;1.0;60.0;130;190;;;;;;;;;
1586;0.7;1.0;70.0;130;190;;;;;;;;;
1587;0.7;1.0;80.0;130;190;;;;;;;;;
1588;0.7;1.0;90.0;130;190;;;;;;;;;
1589;0.7;1.0;100.0;130;190;;;;;;;;;
1590;0.7;1.0;110.0;130;200;;;;;;;;;
1591;0.7;1.0;120.0;130;190;;;;;;;;;
1592;0.7;1.0;130.0;130;190;;;;;;;;;
1593;0.7;1.0;140.0;130;190;;;;;;;;;
1594;0.7;1.0;150.0;130;190;;;;;;;;;
1595;0.7;1.0;160.0;130;190;;;;;;;;;
1596;0.7;1.0;170.0;130;190;;;;;;;;;
1597;0.7;1.0;180.0;130;190;;;;;;;;;
1598;0.7;1.0;190.0;130;200;;;;;;;;;
1599;0.7;1.0;200.0;130;190;;;;;;;;;
1600;0.8;0.1;10.0;130;190;;;;;;;;;
1601;0.8;0.1;20.0;130;190;;;;;;;;;
1602;0.8;0.1;30.0;130;190;;;;;;;;;
1603;0.8;0.1;40.0;130;190;;;;;;;;;
1604;0.8;0.1;50.0;130;260;;;;;;;;;
1605;0.8;0.1;60.0;130;190;;;;;;;;;
1606;0.8;0.1;70.0;130;190;;;;;;;;;
1607;0.8;0.1;80.0;130;200;;;;;;;;;
1608;0.8;0.1;90.0;130;190;;;;;;;;;
1609;0.8;0.1;100.0;130;190;;;;;;;;;
1610;0.8;0.1;110.0;130;190;;;;;;;;;
1611;0.8;0.1;120.0;130;190;;;;;;;;;
1612;0.8;0.1;130.0;130;190;;;;;;;;;
1613;0.8;0.1;140.0;130;190;;;;;;;;;
1614;0.8;0.1;150.0;130;190;;;;;;;;;
1615;0.8;0.1;160.0;130;190;;;;;;;;;
1616;0.8;0.1;170.0;130;190;;;;;;;;;
1617;0.8;0.1;180.0;130;190;;;;;;;;;
1618;0.8;0.1;190.0;130;190;;;;;;;;;
1619;0.8;0.1;200.0;130;190;;;;;;;;;
1620;0.8;0.2;10.0;130;190;;;;;;;;;
1621;0.8;0.2;20.0;130;260;;;;;;;;;
1622;0.8;0.2;30.0;130;200;;;;;;;;;
1623;0.8;0.2;40.0;130;200;;;;;;;;;
1624;0.8;0.2;50.0;130;200;;;;;;;;;
1625;0.8;0.2;60.0;130;190;;;;;;;;;
1626;0.8;0.2;70.0;130;190;;;;;;;;;
1627;0.8;0.2;80.0;130;190;;;;;;;;;
1628;0.8;0.2;90.0;130;190;;;;;;;;;
1629;0.8;0.2;100.0;130;190;;;;;;;;;
1630;0.8;0.2;110.0;130;190;;;;;;;;;
1631;0.8;0.2;120.0;130;190;;;;;;;;;
1632;0.8;0.2;130.0;130;190;;;;;;;;;
1633;0.8;0.2;140.0;130;190;;;;;;;;;
1634;0.8;0.2;150.0;130;190;;;;;;;;;
1635;0.8;0.2;160.0;130;190;;;;;;;;;
1636;0.8;0.2;170.0;130;190;;;;;;;;;
1637;0.8;0.2;180.0;130;190;;;;;;;;;
1638;0.8;0.2;190.0;130;190;;;;;;;;;
1639;0.8;0.2;200.0;130;190;;;;;;;;;
1640;0.8;0.3;10.0;130;190;;;;;;;;;
1641;0.8;0.3;20.0;130;190;;;;;;;;;
1642;0.8;0.3;30.0;130;190;;;;;;;;;
1643;0.8;0.3;40.0;130;190;;;;;;;;;
1644;0.8;0.3;50.0;130;190;;;;;;;;;
1645;0.8;0.3;60.0;130;190;;;;;;;;;
1646;0.8;0.3;70.0;130;190;;;;;;;;;
1647;0.8;0.3;80.0;130;260;;;;;;;;;
1648;0.8;0.3;90.0;130;190;;;;;;;;;
1649;0.8;0.3;100.0;130;190;;;;;;;;;
1650;0.8;0.3;110.0;130;190;;;;;;;;;
1651;0.8;0.3;120.0;130;260;;;;;;;;;
1652;0.8;0.3;130.0;130;190;;;;;;;;;
1653;0.8;0.3;140.0;130;190;;;;;;;;;
1654;0.8;0.3;150.0;130;190;;;;;;;;;
1655;0.8;0.3;160.0;130;190;;;;;;;;;
1656;0.8;0.3;170.0;130;190;;;;;;;;;
1657;0.8;0.3;180.0;130;260;;;;;;;;;
1658;0.8;0.3;190.0;130;190;;;;;;;;;
1659;0.8;0.3;200.0;130;190;;;;;;;;;
1660;0.8;0.4;10.0;130;190;;;;;;;;;
1661;0.8;0.4;20.0;130;190;;;;;;;;;
1662;0.8;0.4;30.0;130;260;;;;;;;;;
1663;0.8;0.4;40.0;130;190;;;;;;;;;
1664;0.8;0.4;50.0;130;260;;;;;;;;;
1665;0.8;0.4;60.0;130;190;;;;;;;;;
1666;0.8;0.4;70.0;130;190;;;;;;;;;
1667;0.8;0.4;80.0;130;190;;;;;;;;;
1668;0.8;0.4;90.0;130;190;;;;;;;;;
1669;0.8;0.4;100.0;130;190;;;;;;;;;
1670;0.8;0.4;110.0;130;260;;;;;;;;;
1671;0.8;0.4;120.0;130;190;;;;;;;;;
1672;0.8;0.4;130.0;130;190;;;;;;;;;
1673;0.8;0.4;140.0;130;190;;;;;;;;;
1674;0.8;0.4;150.0;130;190;;;;;;;;;
1675;0.8;0.4;160.0;130;190;;;;;;;;;
1676;0.8;0.4;170.0;130;200;;;;;;;;;
1677;0.8;0.4;180.0;130;190;;;;;;;;;
1678;0.8;0.4;190.0;130;260;;;;;;;;;
1679;0.8;0.4;200.0;130;260;;;;;;;;;
1680;0.8;0.5;10.0;130;200;;;;;;;;;
1681;0.8;0.5;20.0;130;190;;;;;;;;;
1682;0.8;0.5;30.0;130;190;;;;;;;;;
1683;0.8;0.5;40.0;130;190;;;;;;;;;
1684;0.8;0.5;50.0;130;190;;;;;;;;;
1685;0.8;0.5;60.0;130;260;;;;;;;;;
1686;0.8;0.5;70.0;130;190;;;;;;;;;
1687;0.8;0.5;80.0;130;190;;;;;;;;;
1688;0.8;0.5;90.0;130;260;;;;;;;;;
1689;0.8;0.5;100.0;130;190;;;;;;;;;
1690;0.8;0.5;110.0;130;190;;;;;;;;;
1691;0.8;0.5;120.0;130;190;;;;;;;;;
1692;0.8;0.5;130.0;130;190;;;;;;;;;
1693;0.8;0.5;140.0;130;190;;;;;;;;;
1694;0.8;0.5;150.0;130;190;;;;;;;;;
1695;0.8;0.5;160.0;130;190;;;;;;;;;
1696;0.8;0.5;170.0;130;190;;;;;;;;;
1697;0.8;0.5;180.0;130;190;;;;;;;;;
1698;0.8;0.5;190.0;130;260;;;;;;;;;
1699;0.8;0.5;200.0;130;190;;;;;;;;;
1700;0.8;0.6;10.0;130;190;;;;;;;;;
1701;0.8;0.6;20.0;130;190;;;;;;;;;
1702;0.8;0.6;30.0;130;190;;;;;;;;;
1703;0.8;0.6;40.0;130;190;;;;;;;;;
1704;0.8;0.6;50.0;130;190;;;;;;;;;
1705;0.8;0.6;60.0;130;190;;;;;;;;;
1706;0.8;0.6;70.0;130;200;;;;;;;;;
1707;0.8;0.6;80.0;130;190;;;;;;;;;
1708;0.8;0.6;90.0;130;190;;;;;;;;;
1709;0.8;0.6;100.0;130;190;;;;;;;;;
1710;0.8;0.6;110.0;130;190;;;;;;;;;
1711;0.8;0.6;120.0;130;190;;;;;;;;;
1712;0.8;0.6;130.0;130;200;;;;;;;;;
1713;0.8;0.6;140.0;130;190;;;;;;;;;
1714;0.8;0.6;150.0;130;260;;;;;;;;;
1715;0.8;0.6;160.0;130;190;;;;;;;;;
1716;0.8;0.6;170.0;130;190;;;;;;;;;
1717;0.8;0.6;180.0;130;260;;;;;;;;;
1718;0.8;0.6;190.0;130;190;;;;;;;;;
1719;0.8;0.6;200.0;130;190;;;;;;;;;
1720;0.8;0.7;10.0;130;190;;;;;;;;;
1721;0.8;0.7;20.0;130;190;;;;;;;;;
1722;0.8;0.7;30.0;130;260;;;;;;;;;
1723;0.8;0.7;40.0;130;190;;;;;;;;;
1724;0.8;0.7;50.0;130;190;;;;;;;;;
1725;0.8;0.7;60.0;130;190;;;;;;;;;
1726;0.8;0.7;70.0;130;260;;;;;;;;;
1727;0.8;0.7;80.0;130;190;;;;;;;;;
1728;0.8;0.7;90.0;130;190;;;;;;;;;
1729;0.8;0.7;100.0;130;190;;;;;;;;;
1730;0.8;0.7;110.0;130;260;;;;;;;;;
1731;0.8;0.7;120.0;130;190;;;;;;;;;
1732;0.8;0.7;130.0;130;190;;;;;;;;;
1733;0.8;0.7;140.0;130;190;;;;;;;;;
1734;0.8;0.7;150.0;130;190;;;;;;;;;
1735;0.8;0.7;160.0;130;190;;;;;;;;;
1736;0.8;0.7;170.0;130;190;;;;;;;;;
1737;0.8;0.7;180.0;130;190;;;;;;;;;
1738;0.8;0.7;190.0;130;190;;;;;;;;;
1739;0.8;0.7;200.0;130;190;;;;;;;;;
1740;0.8;0.8;10.0;130;190;;;;;;;;;
1741;0.8;0.8;20.0;130;260;;;;;;;;;
1742;0.8;0.8;30.0;130;190;;;;;;;;;
1743;0.8;0.8;40.0;130;190;;;;;;;;;
1744;0.8;0.8;50.0;130;190;;;;;;;;;
1745;0.8;0.8;60.0;130;260;;;;;;;;;
1746;0.8;0.8;70.0;130;190;;;;;;;;;
1747;0.8;0.8;80.0;130;190;;;;;;;;;
1748;0.8;0.8;90.0;130;190;;;;;;;;;
1749;0.8;0.8;100.0;130;190;;;;;;;;;
1750;0.8;0.8;110.0;130;190;;;;;;;;;
1751;0.8;0.8;120.0;130;190;;;;;;;;;
1752;0.8;0.8;130.0;130;190;;;;;;;;;
1753;0.8;0.8;140.0;130;190;;;;;;;;;
1754;0.8;0.8;150.0;130;200;;;;;;;;;
1755;0.8;0.8;160.0;130;190;;;;;;;;;
1756;0.8;0.8;170.0;130;260;;;;;;;;;
1757;0.8;0.8;180.0;130;190;;;;;;;;;
1758;0.8;0.8;190.0;130;190;;;;;;;;;
1759;0.8;0.8;200.0;130;190;;;;;;;;;
1760;0.8;0.9;10.0;130;190;;;;;;;;;
1761;0.8;0.9;20.0;130;190;;;;;;;;;
1762;0.8;0.9;30.0;130;190;;;;;;;;;
1763;0.8;0.9;40.0;130;200;;;;;;;;;
1764;0.8;0.9;50.0;130;190;;;;;;;;;
1765;0.8;0.9;60.0;130;190;;;;;;;;;
1766;0.8;0.9;70.0;130;190;;;;;;;;;
1767;0.8;0.9;80.0;130;260;;;;;;;;;
1768;0.8;0.9;90.0;130;260;;;;;;;;;
1769;0.8;0.9;100.0;130;190;;;;;;;;;
1770;0.8;0.9;110.0;130;190;;;;;;;;;
1771;0.8;0.9;120.0;130;190;;;;;;;;;
1772;0.8;0.9;130.0;130;190;;;;;;;;;
1773;0.8;0.9;140.0;130;190;;;;;;;;;
1774;0.8;0.9;150.0;130;190;;;;;;;;;
1775;0.8;0.9;160.0;130;190;;;;;;;;;
1776;0.8;0.9;170.0;130;190;;;;;;;;;
1777;0.8;0.9;180.0;130;200;;;;;;;;;
1778;0.8;0.9;190.0;130;190;;;;;;;;;
1779;0.8;0.9;200.0;130;190;;;;;;;;;
1780;0.8;1.0;10.0;130;260;;;;;;;;;
1781;0.8;1.0;20.0;130;190;;;;;;;;;
1782;0.8;1.0;30.0;130;190;;;;;;;;;
1783;0.8;1.0;40.0;130;200;;;;;;;;;
1784;0.8;1.0;50.0;130;190;;;;;;;;;
1785;0.8;1.0;60.0;130;200;;;;;;;;;
1786;0.8;1.0;70.0;130;190;;;;;;;;;
1787;0.8;1.0;80.0;130;190;;;;;;;;;
1788;0.8;1.0;90.0;130;190;;;;;;;;;
1789;0.8;1.0;100.0;130;190;;;;;;;;;
1790;0.8;1.0;110.0;130;200;;;;;;;;;
1791;0.8;1.0;120.0;130;190;;;;;;;;;
1792;0.8;1.0;130.0;130;260;;;;;;;;;
1793;0.8;1.0;140.0;130;190;;;;;;;;;
1794;0.8;1.0;150.0;130;190;;;;;;;;;
1795;0.8;1.0;160.0;130;190;;;;;;;;;
1796;0.8;1.0;170.0;130;200;;;;;;;;;
1797;0.8;1.0;180.0;130;190;;;;;;;;;
1798;0.8;1.0;190.0;130;260;;;;;;;;;
1799;0.8;1.0;200.0;130;190;;;;;;;;;
1800;0.9;0.1;10.0;130;190;;;;;;;;;
1801;0.9;0.1;20.0;130;190;;;;;;;;;
1802;0.9;0.1;30.0;130;190;;;;;;;;;
1803;0.9;0.1;40.0;130;200;;;;;;;;;
1804;0.9;0.1;50.0;130;190;;;;;;;;;
1805;0.9;0.1;60.0;130;190;;;;;;;;;
1806;0.9;0.1;70.0;130;190;;;;;;;;;
1807;0.9;0.1;80.0;130;190;;;;;;;;;
1808;0.9;0.1;90.0;130;190;;;;;;;;;
1809;0.9;0.1;100.0;130;190;;;;;;;;;
1810;0.9;0.1;110.0;130;190;;;;;;;;;
1811;0.9;0.1;120.0;130;190;;;;;;;;;
1812;0.9;0.1;130.0;130;190;;;;;;;;;
1813;0.9;0.1;140.0;130;190;;;;;;;;;
1814;0.9;0.1;150.0;130;190;;;;;;;;;
1815;0.9;0.1;160.0;130;190;;;;;;;;;
1816;0.9;0.1;170.0;130;190;;;;;;;;;
1817;0.9;0.1;180.0;130;190;;;;;;;;;
1818;0.9;0.1;190.0;130;190;;;;;;;;;
1819;0.9;0.1;200.0;130;190;;;;;;;;;
1820;0.9;0.2;10.0;130;190;;;;;;;;;
1821;0.9;0.2;20.0;130;190;;;;;;;;;
1822;0.9;0.2;30.0;130;190;;;;;;;;;
1823;0.9;0.2;40.0;130;190;;;;;;;;;
1824;0.9;0.2;50.0;130;190;;;;;;;;;
1825;0.9;0.2;60.0;130;190;;;;;;;;;
1826;0.9;0.2;70.0;130;190;;;;;;;;;
1827;0.9;0.2;80.0;130;190;;;;;;;;;
1828;0.9;0.2;90.0;130;190;;;;;;;;;
1829;0.9;0.2;100.0;130;260;;;;;;;;;
1830;0.9;0.2;110.0;130;190;;;;;;;;;
1831;0.9;0.2;120.0;130;190;;;;;;;;;
1832;0.9;0.2;130.0;130;190;;;;;;;;;
1833;0.9;0.2;140.0;130;190;;;;;;;;;
1834;0.9;0.2;150.0;130;190;;;;;;;;;
1835;0.9;0.2;160.0;130;260;;;;;;;;;
1836;0.9;0.2;170.0;130;190;;;;;;;;;
1837;0.9;0.2;180.0;130;190;;;;;;;;;
1838;0.9;0.2;190.0;130;190;;;;;;;;;
1839;0.9;0.2;200.0;130;190;;;;;;;;;
1840;0.9;0.3;10.0;130;190;;;;;;;;;
1841;0.9;0.3;20.0;130;190;;;;;;;;;
1842;0.9;0.3;30.0;130;190;;;;;;;;;
1843;0.9;0.3;40.0;130;190;;;;;;;;;
1844;0.9;0.3;50.0;130;200;;;;;;;;;
1845;0.9;0.3;60.0;130;190;;;;;;;;;
1846;0.9;0.3;70.0;130;190;;;;;;;;;
1847;0.9;0.3;80.0;130;190;;;;;;;;;
1848;0.9;0.3;90.0;130;190;;;;;;;;;
1849;0.9;0.3;100.0;130;190;;;;;;;;;
1850;0.9;0.3;110.0;130;190;;;;;;;;;
1851;0.9;0.3;120.0;130;190;;;;;;;;;
1852;0.9;0.3;130.0;130;190;;;;;;;;;
1853;0.9;0.3;140.0;130;200;;;;;;;;;
1854;0.9;0.3;150.0;130;190;;;;;;;;;
1855;0.9;0.3;160.0;130;190;;;;;;;;;
1856;0.9;0.3;170.0;130;190;;;;;;;;;
1857;0.9;0.3;180.0;130;190;;;;;;;;;
1858;0.9;0.3;190.0;130;190;;;;;;;;;
1859;0.9;0.3;200.0;130;200;;;;;;;;;
1860;0.9;0.4;10.0;130;190;;;;;;;;;
1861;0.9;0.4;20.0;130;190;;;;;;;;;
1862;0.9;0.4;30.0;130;190;;;;;;;;;
1863;0.9;0.4;40.0;130;190;;;;;;;;;
1864;0.9;0.4;50.0;130;190;;;;;;;;;
1865;0.9;0.4;60.0;130;190;;;;;;;;;
1866;0.9;0.4;70.0;130;190;;;;;;;;;
1867;0.9;0.4;80.0;130;190;;;;;;;;;
1868;0.9;0.4;90.0;130;190;;;;;;;;;
1869;0.9;0.4;100.0;130;200;;;;;;;;;
1870;0.9;0.4;110.0;130;190;;;;;;;;;
1871;0.9;0.4;120.0;130;190;;;;;;;;;
1872;0.9;0.4;130.0;130;190;;;;;;;;;
1873;0.9;0.4;140.0;130;190;;;;;;;;;
1874;0.9;0.4;150.0;130;190;;;;;;;;;
1875;0.9;0.4;160.0;130;190;;;;;;;;;
1876;0.9;0.4;170.0;130;200;;;;;;;;;
1877;0.9;0.4;180.0;130;190;;;;;;;;;
1878;0.9;0.4;190.0;130;190;;;;;;;;;
1879;0.9;0.4;200.0;130;190;;;;;;;;;
1880;0.9;0.5;10.0;130;190;;;;;;;;;
1881;0.9;0.5;20.0;130;190;;;;;;;;;
1882;0.9;0.5;30.0;130;190;;;;;;;;;
1883;0.9;0.5;40.0;130;190;;;;;;;;;
1884;0.9;0.5;50.0;130;190;;;;;;;;;
1885;0.9;0.5;60.0;130;260;;;;;;;;;
1886;0.9;0.5;70.0;130;190;;;;;;;;;
1887;0.9;0.5;80.0;130;190;;;;;;;;;
1888;0.9;0.5;90.0;130;190;;;;;;;;;
1889;0.9;0.5;100.0;130;190;;;;;;;;;
1890;0.9;0.5;110.0;130;190;;;;;;;;;
1891;0.9;0.5;120.0;130;190;;;;;;;;;
1892;0.9;0.5;130.0;130;200;;;;;;;;;
1893;0.9;0.5;140.0;130;190;;;;;;;;;
1894;0.9;0.5;150.0;130;190;;;;;;;;;
1895;0.9;0.5;160.0;130;190;;;;;;;;;
1896;0.9;0.5;170.0;130;190;;;;;;;;;
1897;0.9;0.5;180.0;130;190;;;;;;;;;
1898;0.9;0.5;190.0;130;190;;;;;;;;;
1899;0.9;0.5;200.0;130;190;;;;;;;;;
1900;0.9;0.6;10.0;130;190;;;;;;;;;
1901;0.9;0.6;20.0;130;190;;;;;;;;;
1902;0.9;0.6;30.0;130;190;;;;;;;;;
1903;0.9;0.6;40.0;130;200;;;;;;;;;
1904;0.9;0.6;50.0;130;190;;;;;;;;;
1905;0.9;0.6;60.0;130;270;;;;;;;;;
1906;0.9;0.6;70.0;130;190;;;;;;;;;
1907;0.9;0.6;80.0;130;190;;;;;;;;;
1908;0.9;0.6;90.0;130;190;;;;;;;;;
1909;0.9;0.6;100.0;130;190;;;;;;;;;
1910;0.9;0.6;110.0;130;260;;;;;;;;;
1911;0.9;0.6;120.0;130;190;;;;;;;;;
1912;0.9;0.6;130.0;130;190;;;;;;;;;
1913;0.9;0.6;140.0;130;190;;;;;;;;;
1914;0.9;0.6;150.0;130;190;;;;;;;;;
1915;0.9;0.6;160.0;130;190;;;;;;;;;
1916;0.9;0.6;170.0;130;190;;;;;;;;;
1917;0.9;0.6;180.0;130;260;;;;;;;;;
1918;0.9;0.6;190.0;130;190;;;;;;;;;
1919;0.9;0.6;200.0;130;190;;;;;;;;;
1920;0.9;0.7;10.0;130;190;;;;;;;;;
1921;0.9;0.7;20.0;130;190;;;;;;;;;
1922;0.9;0.7;30.0;130;190;;;;;;;;;
1923;0.9;0.7;40.0;130;190;;;;;;;;;
1924;0.9;0.7;50.0;130;190;;;;;;;;;
1925;0.9;0.7;60.0;130;190;;;;;;;;;
1926;0.9;0.7;70.0;130;190;;;;;;;;;
1927;0.9;0.7;80.0;130;190;;;;;;;;;
1928;0.9;0.7;90.0;130;190;;;;;;;;;
1929;0.9;0.7;100.0;130;190;;;;;;;;;
1930;0.9;0.7;110.0;130;190;;;;;;;;;
1931;0.9;0.7;120.0;130;190;;;;;;;;;
1932;0.9;0.7;130.0;130;190;;;;;;;;;
1933;0.9;0.7;140.0;130;200;;;;;;;;;
1934;0.9;0.7;150.0;130;190;;;;;;;;;
1935;0.9;0.7;160.0;130;190;;;;;;;;;
1936;0.9;0.7;170.0;130;190;;;;;;;;;
1937;0.9;0.7;180.0;130;260;;;;;;;;;
1938;0.9;0.7;190.0;130;260;;;;;;;;;
1939;0.9;0.7;200.0;130;190;;;;;;;;;
1940;0.9;0.8;10.0;130;190;;;;;;;;;
1941;0.9;0.8;20.0;130;190;;;;;;;;;
1942;0.9;0.8;30.0;130;190;;;;;;;;;
1943;0.9;0.8;40.0;130;200;;;;;;;;;
1944;0.9;0.8;50.0;130;200;;;;;;;;;
1945;0.9;0.8;60.0;130;190;;;;;;;;;
1946;0.9;0.8;70.0;130;190;;;;;;;;;
1947;0.9;0.8;80.0;130;270;;;;;;;;;
1948;0.9;0.8;90.0;130;190;;;;;;;;;
1949;0.9;0.8;100.0;130;190;;;;;;;;;
1950;0.9;0.8;110.0;130;200;;;;;;;;;
1951;0.9;0.8;120.0;130;190;;;;;;;;;
1952;0.9;0.8;130.0;130;190;;;;;;;;;
1953;0.9;0.8;140.0;130;190;;;;;;;;;
1954;0.9;0.8;150.0;130;200;;;;;;;;;
1955;0.9;0.8;160.0;130;190;;;;;;;;;
1956;0.9;0.8;170.0;130;190;;;;;;;;;
1957;0.9;0.8;180.0;130;190;;;;;;;;;
1958;0.9;0.8;190.0;130;190;;;;;;;;;
1959;0.9;0.8;200.0;130;190;;;;;;;;;
1960;0.9;0.9;10.0;130;190;;;;;;;;;
1961;0.9;0.9;20.0;130;190;;;;;;;;;
1962;0.9;0.9;30.0;130;190;;;;;;;;;
1963;0.9;0.9;40.0;130;190;;;;;;;;;
1964;0.9;0.9;50.0;130;190;;;;;;;;;
1965;0.9;0.9;60.0;130;190;;;;;;;;;
1966;0.9;0.9;70.0;130;190;;;;;;;;;
1967;0.9;0.9;80.0;130;190;;;;;;;;;
1968;0.9;0.9;90.0;130;190;;;;;;;;;
1969;0.9;0.9;100.0;130;190;;;;;;;;;
1970;0.9;0.9;110.0;130;190;;;;;;;;;
1971;0.9;0.9;120.0;130;190;;;;;;;;;
1972;0.9;0.9;130.0;130;260;;;;;;;;;
1973;0.9;0.9;140.0;130;260;;;;;;;;;
1974;0.9;0.9;150.0;130;190;;;;;;;;;
1975;0.9;0.9;160.0;130;190;;;;;;;;;
1976;0.9;0.9;170.0;130;260;;;;;;;;;
1977;0.9;0.9;180.0;130;190;;;;;;;;;
1978;0.9;0.9;190.0;130;190;;;;;;;;;
1979;0.9;0.9;200.0;130;200;;;;;;;;;
1980;0.9;1.0;10.0;130;260;;;;;;;;;
1981;0.9;1.0;20.0;130;190;;;;;;;;;
1982;0.9;1.0;30.0;130;260;;;;;;;;;
1983;0.9;1.0;40.0;130;190;;;;;;;;;
1984;0.9;1.0;50.0;130;190;;;;;;;;;
1985;0.9;1.0;60.0;130;190;;;;;;;;;
1986;0.9;1.0;70.0;130;190;;;;;;;;;
1987;0.9;1.0;80.0;130;260;;;;;;;;;
1988;0.9;1.0;90.0;130;190;;;;;;;;;
1989;0.9;1.0;100.0;130;190;;;;;;;;;
1990;0.9;1.0;110.0;130;190;;;;;;;;;
1991;0.9;1.0;120.0;130;190;;;;;;;;;
1992;0.9;1.0;130.0;130;190;;;;;;;;;
1993;0.9;1.0;140.0;130;190;;;;;;;;;
1994;0.9;1.0;150.0;130;190;;;;;;;;;
1995;0.9;1.0;160.0;130;190;;;;;;;;;
1996;0.9;1.0;170.0;130;200;;;;;;;;;
1997;0.9;1.0;180.0;130;190;;;;;;;;;
1998;0.9;1.0;190.0;130;190;;;;;;;;;
1999;0.9;1.0;200.0;130;190;;;;;;;;;
2000;1.0;0.1;10.0;130;300;;;;;;;;;
2001;1.0;0.1;20.0;130;270;;;;;;;;;
2002;1.0;0.1;30.0;130;300;;;;;;;;;
2003;1.0;0.1;40.0;130;270;;;;;;;;;
2004;1.0;0.1;50.0;130;280;;;;;;;;;
2005;1.0;0.1;60.0;130;280;;;;;;;;;
2006;1.0;0.1;70.0;130;270;;;;;;;;;
2007;1.0;0.1;80.0;130;300;;;;;;;;;
2008;1.0;0.1;90.0;130;270;;;;;;;;;
2009;1.0;0.1;100.0;130;270;;;;;;;;;
2010;1.0;0.1;110.0;130;300;;;;;;;;;
